name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
isPartial.361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gudetama: Haha o tazunete donkusai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oddballs,41,37,37,36,32,32,26,23,20,17,16,20,20,25,37,43,60,57,100,98,76
To aru hikuushi e no tsuioku,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0
isPartial.362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Colt 45,89,100,98,92,85,88,85,85,87,79,74,86,79,71,63,56,60,54,48,43,40
A Kind of Spark,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3
My Name Is Alfred Hitchcock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Legend & Butterfly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
Bad Behaviour,56,72,58,56,55,57,55,87,64,58,63,68,68,73,71,73,65,74,81,100,87
Sigurno mjesto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
isPartial.364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3 Nights in the Desert,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Final Girl,28,28,25,23,27,34,38,38,47,37,48,100,60,57,42,38,38,41,45,59,46
Letzter Abend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
isPartial.365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mrs Sidhu Investigates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
Ghar Waapsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
You Are So Not Invited to My Bat Mitzvah,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,36
isPartial.366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Poran,1,1,1,1,1,3,5,9,18,28,41,49,61,86,100,98,84,82,73,74,74
Silencio en el paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Day First Show,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,5,3,3
isPartial.367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Comme un homme,4,4,5,6,7,8,9,9,10,11,11,12,11,11,9,10,10,8,9,9,8
Maleficarum,23,20,21,17,14,14,16,14,13,12,10,10,7,7,7,7,7,6,6,7,7
Osthi,0,0,0,0,0,0,0,100,44,14,10,8,7,8,6,5,5,3,4,3,3
isPartial.368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sasanasabha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,26,96
Cool Doji Danshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,44,100,24
Truth and Lies: The Last Gangster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1
isPartial.369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Champeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanka,30,26,21,19,20,27,28,32,39,38,40,47,43,54,53,70,58,87,100,98,67
To the North,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,6,6,8,7,8
isPartial.370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Stalker,33,32,26,100,73,62,53,47,43,38,44,45,34,30,29,32,29,39,36,33,44
Wrongful Death,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3
When the Street Lights Go On,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cajun Pawn Stars,0,0,0,0,0,0,0,0,15,4,2,1,1,1,0,0,1,1,0,0,0
Food Chains,100,88,73,63,57,56,46,41,44,41,45,45,42,44,44,46,47,42,50,50,56
Boku no kokoro no yabai yatsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,31,41
isPartial.372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Drive Hard: The Maloof Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mei Hoom Moosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viking,100,94,83,77,74,70,68,54,54,56,60,63,58,59,61,58,57,57,57,56,57
isPartial.373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
al-A'ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Öz Hakiki Karakol: Asayis Berkemal Aga...,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testamentet,90,92,94,85,81,83,82,88,100,80,82,79,80,81,74,88,91,76,73,68,75
isPartial.374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Naughty Room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality XL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immersion,100,95,80,72,68,68,77,73,66,63,65,61,60,65,67,71,63,65,77,87,97
isPartial.375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"High Tech, Low Life",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preamar,0,0,0,0,0,0,0,0,4,2,1,1,1,1,1,1,0,0,0,0,0
Tabu,63,65,68,81,97,94,100,99,81,82,79,81,73,77,78,70,67,60,64,63,69
isPartial.376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Variações,54,61,51,49,52,51,54,53,50,50,54,54,54,53,55,70,87,100,93,90,82
30 for 30 Shorts,0,0,0,0,0,0,1,1,2,6,11,10,5,3,2,2,2,2,2,3,3
Baavgai Bolohson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pad,49,47,46,43,44,43,64,82,78,73,76,70,62,64,70,67,67,74,78,83,100
Laapataa Ladies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Aanchhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tracks,100,96,85,81,79,86,81,65,63,58,58,49,45,43,40,35,34,31,32,32,35
Kaikella rakkaudella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arasu,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1
isPartial.379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Total Blackout,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Offline,45,42,36,37,40,53,62,66,72,81,87,100,88,89,80,73,73,66,75,70,72
Vonarstræti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.380,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shudra the Rising,0,0,0,0,0,0,0,0,65,18,7,7,6,7,6,4,2,1,24,2,2
Louis Theroux Interviews...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urvasivo Rakshasivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,79,35
isPartial.381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Revenant,2,2,2,3,3,3,2,2,3,2,3,24,100,13,12,12,12,10,8,13,10
Left Behind,33,24,20,15,15,12,10,10,9,8,19,14,9,8,8,8,9,8,8,10,10
Mi Encuentro con El Mal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hannibal,37,36,33,62,37,39,40,42,40,90,100,97,56,48,44,43,50,41,39,37,42
B4,22,21,20,21,20,22,22,23,22,23,23,21,21,20,20,19,18,18,18,19,20
My Big Fat American Gypsy Wedding,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
isPartial.383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bookie,25,23,24,23,25,26,43,59,81,87,100,69,78,63,50,39,34,52,43,43,41
Sonja i bik,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0
Liu ma gou shi wu hao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Oda Nobuna no yabou,0,0,0,0,0,0,0,0,100,70,56,41,36,31,23,12,10,9,7,3,3
Territoriya,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
La gran familia española,0,0,0,0,0,0,0,0,1,37,49,11,7,4,3,3,5,4,2,2,2
isPartial.385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Camp Blood 666 Part 2: Exorcism of the Clown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propaganda,100,82,78,67,69,70,71,76,75,67,76,72,65,63,68,59,60,52,61,52,53
Luann and Sonja: Welcome to Crappie Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Return to Nuke 'Em High Volume 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Noise,5,4,3,4,4,4,6,5,5,5,4,5,5,5,5,5,6,6,8,9,9
Pavitra Rishta,0,0,0,0,0,10,48,44,97,100,81,10,7,6,6,8,28,11,4,4,4
isPartial.387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Our Nixon,3,2,1,2,2,2,2,2,2,6,3,2,3,3,2,2,2,2,2,2,3
Chanranhan yusan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind Closed Doors,61,69,63,55,59,100,59,64,48,55,58,56,74,82,71,67,71,61,59,60,53
isPartial.388,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dirizhyor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Off the Air,38,35,30,30,35,45,50,62,64,61,63,67,60,66,73,73,87,82,100,100,98
Snegir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
La città ideale,3,3,3,2,2,2,2,2,3,6,3,3,2,2,2,2,2,2,2,2,2
Subterranea,100,91,84,67,66,73,72,71,70,70,76,75,71,69,61,55,52,43,53,52,50
Doraleous and Associates: The Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.390,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ben 10: Omniverse,0,0,0,0,0,0,2,1,54,100,64,39,26,20,16,12,12,11,12,10,17
"Kono naka ni hitori, imouto ga iru!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls und Panzer,0,0,0,0,0,0,0,0,3,9,6,5,7,5,6,5,6,5,5,4,5
isPartial.391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
De Pernas pro Ar 2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Melody,93,85,79,87,81,100,91,79,80,76,83,90,78,77,82,77,81,77,86,87,94
Whitewash,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,3,2,2,2
isPartial.392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dream On,7,7,6,6,8,11,10,11,10,8,7,7,8,7,7,7,7,8,8,9,8
Gabriel's Redemption: Part One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauren,80,77,75,80,86,85,87,100,93,91,91,89,83,76,73,80,64,71,68,76,84
isPartial.393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Isler Güçler,0,0,0,0,0,0,0,0,24,16,7,3,3,3,1,1,2,1,1,1,0
Cvetat na hameleona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Los High,18,16,16,15,14,13,13,11,11,75,91,100,98,76,55,32,25,20,15,14,13
isPartial.394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Satvut Advut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Those in Peril,78,63,50,45,44,41,34,38,34,63,100,38,28,24,29,23,31,38,22,20,21
The Civil War on Drugs,0,0,0,0,4,4,3,22,23,19,14,12,14,14,12,11,16,16,20,19,24
isPartial.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sync,67,66,71,79,83,88,100,100,90,85,75,71,68,59,58,51,48,41,43,44,45
Hungry for Change,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ullathai Allitha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Julayi,0,0,0,0,0,0,0,0,100,16,10,9,8,9,10,7,7,5,5,4,4
French Girl,51,45,43,46,56,76,85,79,82,84,95,86,76,78,68,63,64,62,64,61,70
La fille de nulle part,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
isPartial.397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Deepsea Challenge 3D,0,0,0,0,0,0,0,0,0,0,9,3,2,1,2,2,2,1,1,3,0
Tumbledown,30,22,23,27,21,24,26,25,24,24,26,25,100,49,37,32,37,30,22,19,22
Rak sud tai pai na,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
isPartial.398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kaijudo: Rise of the Duel Masters,0,0,0,0,0,0,0,0,19,14,4,2,2,1,1,1,1,1,1,0,0
Nazo no Kanojo X,0,0,0,0,1,3,3,3,100,50,36,24,19,15,9,7,12,23,18,8,9
Come Out and Play,72,68,57,52,57,50,60,55,48,93,55,58,44,39,70,86,63,56,59,54,60
isPartial.399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Zerre,0,0,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,3
The Rover,67,52,50,44,44,51,53,53,69,66,100,71,76,64,65,67,65,72,67,70,71
Muzhchina s garantiey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Butcher,30,28,32,31,32,35,35,42,45,47,49,51,47,51,46,56,72,65,100,66,75
Masterchef Italia,0,0,0,0,0,0,0,3,4,14,25,32,25,23,11,8,9,6,5,5,5
Polladhavan,0,0,0,2,2,1,2,2,2,2,2,3,3,4,5,5,5,4,5,5,5
isPartial.401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Last Ounce of Courage,0,0,0,0,2,1,1,1,100,15,9,5,3,3,1,2,1,1,1,1,0
Antarctica: A Year on Ice,0,0,0,0,0,0,0,0,0,1,3,13,2,1,1,1,1,1,1,1,1
Haraamkhor,0,0,0,0,0,0,0,0,0,0,0,3,7,61,15,16,11,7,9,11,11
isPartial.402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Parviz,6,5,4,5,5,4,4,4,4,4,4,4,3,3,2,2,4,2,4,2,2
Snow Day,18,25,21,25,26,29,36,37,29,47,57,64,68,74,87,100,49,37,52,61,96
State of Mind: The Psychology of Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Romancero,10,8,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,3,3
Frankenstein Created Bikers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitten,32,28,30,100,68,52,50,47,56,53,95,81,72,68,62,59,58,60,56,57,61
isPartial.404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Lost River,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Nedjeljom ujutro, subotom navecer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick,38,37,45,39,41,42,63,59,63,69,100,65,54,46,42,37,36,35,36,51,61
isPartial.405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chorabali,0,0,0,0,0,0,1,1,11,24,9,6,11,8,11,7,3,6,13,6,4
Jigoku de naze warui,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
Bring Him to Me,6,7,8,7,8,8,10,10,10,11,10,10,12,12,12,14,18,23,32,34,100
isPartial.406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Swim Yule Log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magi: The Labyrinth of Magic,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Gloria,96,86,79,81,83,94,93,100,92,94,87,94,86,85,79,80,77,71,74,84,71
isPartial.407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Christmas Slay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0
Meet the Hitlers,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Poacher,35,31,33,29,37,39,39,39,40,47,43,49,44,51,57,53,53,47,42,39,100
isPartial.408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rodencia y el diente de la princesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isis Rising: Curse of the Lady Mummy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle,43,35,33,33,41,39,38,39,38,39,46,47,100,61,61,49,44,39,39,40,39
isPartial.409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Peanuts Movie,0,0,0,0,0,0,0,0,0,0,1,36,18,5,3,3,4,3,3,3,2
Isn't It Romantic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,100,12,5,3,3,3
Karamati Coat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kalkofes Mattscheibe - Rekalked,0,0,0,0,0,0,0,0,47,100,39,18,24,11,5,2,3,1,1,0,0
Ésimésac,0,0,0,0,0,0,0,4,72,60,15,6,8,7,4,4,8,8,4,3,2
Benim Çocugum,0,0,0,0,0,0,0,3,3,7,6,3,3,2,1,1,2,2,2,2,2
isPartial.411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Quod erat demonstrandum,9,8,6,5,6,6,6,7,6,6,5,5,4,4,4,3,4,3,3,3,3
Cherry Magic,3,3,3,4,3,3,4,4,4,4,5,4,3,3,3,3,16,21,25,26,100
Il principe abusivo,0,0,0,0,0,0,0,0,1,59,12,8,6,6,4,2,2,1,1,1,1
isPartial.412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bugso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stockholm, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Answer,15,17,15,15,16,20,19,21,22,27,31,29,31,34,36,43,65,75,100,86,90
